counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,69.0,69.0,AIRTEL,64.02,0.0,64.02,69.0,3800.0,0.0,0.0,-2.03,-49.21,-71.56,759000.0,-15424.24,11000000000.0,2024-11-15,15:25:25
2.0,,,BHL,14.58,0.0,14.55,14.55,0.0,0.0,0.0,-6.49,-15.41,1.77,12218.37,-792.76,839750705.0,2024-11-15,15:25:25
3.0,148.85,148.83,FDHB,148.0,148.83,148.86,148.84,22896.0,3.28,2.2,3.47,28.81,17.5,1027149.49,35646.93,6901031250.0,2024-11-15,15:25:25
4.0,398.62,398.6,FMBCH,350.0,398.62,398.62,398.62,1507000.0,10.99,2.76,6.15,16.25,4.24,979907.62,60287.2,2458250000.0,2024-11-15,15:25:25
5.0,15.79,15.79,ICON,0.0,15.79,15.8,15.79,200000.0,0.27,1.71,18.16,5.51,0.87,105477.2,19159.35,6680000000.0,2024-11-15,15:25:25
6.0,1355.1,1355.1,ILLOVO,0.0,1355.1,1355.11,1355.1,290.0,29.2,2.15,5.87,17.03,6.95,966788.49,56758.0,713444391.0,2024-11-15,15:25:25
7.0,,,MPICO,0.0,14.82,14.82,14.82,0.0,0.38,2.56,16.06,6.23,0.59,34057.06,5468.81,2298047460.0,2024-11-15,15:25:25
8.0,3450.01,3450.01,NBM,0.0,3450.01,3450.0,3450.01,392.0,102.8,2.98,4.48,22.3,7.8,1610919.17,72245.0,466931738.0,2024-11-15,15:25:25
9.0,152.0,149.64,NBS,149.64,0.0,149.63,151.21,60000.0,4.54,3.0,6.68,14.98,8.8,440107.8,29378.0,2910573356.0,2024-11-15,15:25:25
10.0,200.01,200.0,NICO,229.0,0.0,200.0,200.01,1002000.0,10.0,5.0,14.91,6.71,2.29,208618.65,31096.0,1043041096.0,2024-11-15,15:25:25
11.0,,,NITL,0.0,409.93,409.94,409.94,0.0,6.5,1.59,38.86,2.57,1.23,55341.9,21504.55,135000000.0,2024-11-15,15:25:25
12.0,,,OMU,1950.0,0.0,1950.0,1950.0,0.0,63.37,3.25,5.26,19.02,1.71,24187.16,1271.4,12403674.0,2024-11-15,15:25:25
13.0,,,PCL,0.0,2499.8,2499.81,2499.81,0.0,46.0,1.84,13.45,7.44,1.14,300616.7,40421.0,120255820.0,2024-11-15,15:25:25
14.0,6000.01,6000.01,STANDARD,6000.01,0.0,6000.0,6000.01,12900.0,108.24,1.8,3.73,26.81,7.26,1408011.32,52520.0,234668162.0,2024-11-15,15:25:25
15.0,,,SUNBIRD,240.06,0.0,240.03,240.03,0.0,7.7,3.21,8.36,11.96,1.29,62787.67,5251.9,261582580.0,2024-11-15,15:25:25
16.0,26.47,26.44,TNM,26.05,26.46,26.47,26.46,152017.0,0.0,0.0,-1.79,-55.81,6.36,265670.31,-4760.0,10040450000.0,2024-11-15,15:25:25
