counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,140.0,139.98,AIRTEL,135.05,140.0,139.99,139.99,6546733.0,2.0,1.43,2.77,36.04,47.95,1539890.0,42722.11,11000000000.0,2025-08-14,14:53:55
2.0,,,BHL,14.61,0.0,14.6,14.6,0.0,0.0,0.0,-1.6,-62.64,1.32,85822.52,-1370.11,5878254935.0,2025-08-14,14:53:55
3.0,690.0,689.98,FDHB,600.01,689.99,689.98,689.99,199586.0,4.73,0.69,1.56,64.29,48.88,4761642.55,74063.0,6901031250.0,2025-08-14,14:53:55
4.0,,,FMBCH,1450.0,0.0,1400.08,1400.08,0.0,3.64,0.26,3.44,29.1,10.46,3441746.66,118254.74,2458250000.0,2025-08-14,14:53:55
5.0,17.95,17.95,ICON,0.0,17.95,17.95,17.95,1485.0,0.29,1.62,20.37,4.91,0.82,119906.0,24424.49,6680000000.0,2025-08-14,14:53:55
6.0,1791.29,1791.27,ILLOVO,0.0,1791.27,1791.28,1791.28,227229.0,5.0,0.28,1.77,56.47,8.59,1277978.67,22632.0,713444391.0,2025-08-14,14:53:55
7.0,19.5,19.5,MPICO,0.0,19.5,19.5,19.5,1120.0,0.43,2.21,19.06,5.25,0.69,44811.93,8540.17,2298047460.0,2025-08-14,14:53:55
8.0,6506.07,6506.06,NBM,6506.07,0.0,6506.06,6506.06,2087.0,126.35,1.94,3.37,29.7,11.32,3037885.9,102283.0,466931738.0,2025-08-14,14:53:55
9.0,810.1,810.01,NBS,810.04,0.0,810.02,810.03,927951.0,10.9,1.35,3.1,32.3,21.03,2357651.74,72991.0,2910573356.0,2025-08-14,14:53:55
10.0,1144.33,1144.33,NICO,1144.33,0.0,1144.29,1144.33,348979.0,20.0,1.75,6.03,16.58,7.67,1193583.22,72009.0,1043041096.0,2025-08-14,14:53:55
11.0,1150.01,1150.01,NITL,1150.0,0.0,1050.02,1150.01,91025.0,11.1,0.97,19.17,5.22,2.1,155251.35,29759.48,135000000.0,2025-08-14,14:53:55
12.0,,,OMU,2500.06,0.0,2500.06,2500.06,0.0,82.64,3.31,6.13,16.33,2.17,42375.51,2595.65,16949798.0,2025-08-14,14:53:55
13.0,,,PCL,5800.0,0.0,5800.01,5800.01,0.0,11.25,0.19,9.27,10.78,2.0,697484.96,64673.0,120255820.0,2025-08-14,14:53:55
14.0,4281.11,4281.11,STANDARD,4281.1,0.0,4281.09,4281.11,34980.0,161.93,3.78,1.72,58.16,19.34,5023201.08,86365.0,1173340810.0,2025-08-14,14:53:55
15.0,,,SUNBIRD,460.0,0.0,460.01,460.01,0.0,13.0,2.83,8.83,11.33,1.72,120330.6,10624.63,261582580.0,2025-08-14,14:53:55
16.0,39.5,39.5,TNM,33.58,39.5,39.5,39.5,1224446.0,0.0,0.0,2.21,45.32,8.79,455877.41,10060.0,11541200375.0,2025-08-14,14:53:55
