counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,AIRTEL,0.0,127.42,127.43,127.43,0.0,2.0,1.57,3.05,32.81,43.65,1401730.0,42722.11,11000000000.0,2025-06-30,14:56:19
2.0,,,BHL,14.55,0.0,14.55,14.55,0.0,0.0,0.0,-1.6,-62.42,1.32,85528.61,-1370.11,5878254935.0,2025-06-30,14:56:19
3.0,350.11,350.1,FDHB,350.1,0.0,350.1,350.11,187552.0,4.73,1.35,3.07,32.62,24.8,2416120.05,74063.0,6901031250.0,2025-06-30,14:56:19
4.0,1150.0,1100.0,FMBCH,1100.0,0.0,1000.04,1149.83,119150.0,3.64,0.32,4.18,23.9,8.59,2826569.6,118254.74,2458250000.0,2025-06-30,14:56:19
5.0,,,ICON,0.0,17.92,17.92,17.92,0.0,0.29,1.62,20.4,4.9,0.82,119705.6,24424.49,6680000000.0,2025-06-30,14:56:19
6.0,1791.29,1791.29,ILLOVO,0.0,1791.29,1791.29,1791.29,81.0,5.0,0.28,1.77,56.47,8.59,1277985.8,22632.0,713444391.0,2025-06-30,14:56:19
7.0,,,MPICO,19.02,0.0,19.02,19.02,0.0,0.43,2.26,19.54,5.12,0.67,43708.86,8540.17,2298047460.0,2025-06-30,14:56:19
8.0,,,NBM,6200.37,0.0,6200.37,6200.37,0.0,126.35,2.04,3.53,28.31,10.78,2895149.54,102283.0,466931738.0,2025-06-30,14:56:19
9.0,699.94,699.87,NBS,620.44,699.87,699.96,699.91,286213.0,10.9,1.56,3.58,27.91,18.17,2037139.4,72991.0,2910573356.0,2025-06-30,14:56:19
10.0,865.0,865.0,NICO,854.01,865.0,865.0,865.0,217372.0,20.0,2.31,7.98,12.53,5.8,902230.55,72009.0,1043041096.0,2025-06-30,14:56:19
11.0,830.0,830.0,NITL,830.0,0.0,829.56,830.0,8977.0,11.1,1.34,26.56,3.77,1.52,112050.0,29759.48,135000000.0,2025-06-30,14:56:19
12.0,,,OMU,,,2500.03,2500.03,0.0,82.64,3.31,6.12,16.35,2.18,42444.39,2595.65,16977551.0,2025-06-30,14:56:19
13.0,5100.0,5100.0,PCL,0.0,5100.0,5100.0,5100.0,19.0,11.25,0.22,10.55,9.48,1.76,613304.68,64673.0,120255820.0,2025-06-30,14:56:19
14.0,12650.0,11011.0,STANDARD,11011.0,0.0,11009.21,11777.54,10691.0,161.93,1.37,3.12,32.0,10.64,2763813.66,86365.0,234668162.0,2025-06-30,14:56:19
15.0,,,SUNBIRD,350.01,0.0,350.01,350.01,0.0,13.0,3.71,11.6,8.62,1.31,91556.52,10624.63,261582580.0,2025-06-30,14:56:19
16.0,29.01,29.0,TNM,29.0,0.0,26.4,29.0,791553.0,0.0,0.0,3.01,33.27,6.45,334694.81,10060.0,11541200375.0,2025-06-30,14:56:19
