counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,128.04,128.04,AIRTEL,128.04,0.0,128.04,128.04,254805.0,0.0,0.0,-1.1,-91.31,-132.79,1408440.0,-15424.24,11000000000.0,2025-03-17,14:59:28
2.0,,,BHL,0.0,14.55,14.55,14.55,0.0,0.0,0.0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935.0,2025-03-17,14:59:28
3.0,315.21,315.19,FDHB,315.19,0.0,315.19,315.19,2104252.0,3.28,1.04,1.64,61.02,37.05,2175136.04,35646.93,6901031250.0,2025-03-17,14:59:28
4.0,1412.54,1412.52,FMBCH,1406.08,1412.51,1412.54,1412.53,9984.0,10.99,0.78,1.74,57.6,15.01,3472351.87,60287.2,2458250000.0,2025-03-17,14:59:28
5.0,,,ICON,0.0,17.95,17.97,17.97,0.0,0.27,1.5,15.96,6.27,0.99,120039.6,19159.35,6680000000.0,2025-03-17,14:59:28
6.0,,,ILLOVO,1791.9,0.0,1791.7,1791.7,0.0,5.0,0.28,1.77,56.48,8.59,1278278.32,22632.0,713444391.0,2025-03-17,14:59:28
7.0,,,MPICO,19.0,0.0,19.0,19.0,0.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-17,14:59:28
8.0,6200.12,6200.12,NBM,6200.12,6510.08,6200.09,6200.12,5750.0,102.8,1.66,2.5,40.07,14.02,2895032.81,72245.0,466931738.0,2025-03-17,14:59:28
9.0,349.52,349.49,NBS,0.0,349.51,349.57,349.5,465370.0,4.54,1.3,2.89,34.63,20.34,1017245.39,29378.0,2910573356.0,2025-03-17,14:59:28
10.0,795.0,794.97,NICO,750.0,794.98,795.24,794.99,45596.0,10.0,1.26,3.75,26.67,9.11,829207.24,31096.0,1043041096.0,2025-03-17,14:59:28
11.0,,,NITL,634.08,0.0,634.08,634.08,0.0,6.5,1.03,25.12,3.98,1.9,85600.8,21504.55,135000000.0,2025-03-17,14:59:28
12.0,,,OMU,1950.03,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-17,14:59:28
13.0,2500.03,2500.02,PCL,0.0,2500.02,2500.03,2500.02,38690.0,46.0,1.84,13.44,7.44,1.14,300641.96,40421.0,120255820.0,2025-03-17,14:59:28
14.0,,,STANDARD,7935.0,0.0,7930.04,7930.04,0.0,108.24,1.36,2.82,35.43,9.6,1860927.91,52520.0,234668162.0,2025-03-17,14:59:28
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-17,14:59:28
16.0,26.29,26.29,TNM,0.0,26.29,26.27,26.29,4800.0,0.0,0.0,-1.8,-55.45,6.32,263963.43,-4760.0,10040450000.0,2025-03-17,14:59:28
