counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,BHL,10.65,0.0,10.65,10.65,,1.15,10.8,5.66,17.66,1.74,8943.35,506.54,839750705.0,2018-09-20,15:21:47
2.0,,,FMBCH,0.0,159.95,159.96,159.96,0.0,0.0,0.0,6.76,14.8,3.6,373706.55,25245.06,2336250000.0,2018-09-20,15:21:47
3.0,,,ILLOVO,205.0,240.0,240.0,240.0,0.0,0.0,0.0,4.13,24.18,4.68,171226.65,7080.0,713444391.0,2018-09-20,15:21:47
4.0,,,MPICO,0.0,19.51,19.51,19.51,0.0,0.18,0.92,11.36,8.8,1.62,44834.91,5092.87,2298047460.0,2018-09-20,15:21:47
5.0,,,NBM,311.0,0.0,311.0,311.0,0.0,19.3,6.21,13.19,7.58,1.79,145215.77,19147.0,466931738.0,2018-09-20,15:21:47
6.0,,,NBS,8.5,8.97,8.98,8.98,0.0,,,-4.18,-23.93,2.09,26136.95,-1092.31,2910573356.0,2018-09-20,15:21:47
7.0,,,NICO,0.0,52.0,52.0,52.0,0.0,1.5,2.88,20.51,4.88,2.41,54238.14,11123.0,1043041096.0,2018-09-20,15:21:47
8.0,,,NITL,0.0,0.0,75.0,75.0,0.0,1.3,1.73,21.94,4.56,1.18,10125.0,2221.35,135000000.0,2018-09-20,15:21:47
9.0,,,OMU,,,2513.25,2513.25,0.0,0.0,0.0,9.65,10.36,1.54,14647.23,1413.28,5828003.0,2018-09-20,15:21:47
10.0,,,PCL,,,850.0,850.0,0.0,25.0,2.94,38.81,2.58,0.81,102217.45,39673.0,120255820.0,2018-09-20,15:21:47
11.0,,,STANDARD,600.0,670.0,670.0,670.0,0.0,10.65,1.59,7.74,12.93,2.18,157227.67,12162.0,234668162.0,2018-09-20,15:21:47
12.0,,,SUNBIRD,144.99,0.0,145.0,145.0,0.0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580.0,2018-09-20,15:21:47
13.0,,,TNM,29.0,0.0,29.0,29.0,0.0,0.6,2.07,4.5,22.21,9.99,291173.05,13108.0,10040450000.0,2018-09-20,15:21:47
