counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,135.05,135.04,AIRTEL,0.0,135.05,135.05,135.05,109341.0,2.0,1.48,2.88,34.77,46.26,1485550.0,42722.11,11000000000.0,2025-07-31,14:51:51
2.0,,,BHL,14.61,0.0,14.6,14.6,0.0,0.0,0.0,-1.6,-62.64,1.32,85822.52,-1370.11,5878254935.0,2025-07-31,14:51:51
3.0,527.43,527.41,FDHB,527.43,570.0,527.41,527.42,134567.0,4.73,0.9,2.03,49.14,37.37,3639741.9,74063.0,6901031250.0,2025-07-31,14:51:51
4.0,1400.01,1399.94,FMBCH,1251.01,1400.01,1399.97,1399.98,15604.0,3.64,0.26,3.44,29.1,10.46,3441500.84,118254.74,2458250000.0,2025-07-31,14:51:51
5.0,17.95,17.93,ICON,0.0,17.95,17.92,17.94,23476.0,0.29,1.62,20.38,4.91,0.82,119839.2,24424.49,6680000000.0,2025-07-31,14:51:51
6.0,1791.23,1791.23,ILLOVO,0.0,1791.23,1791.23,1791.23,740.0,5.0,0.28,1.77,56.47,8.59,1277943.0,22632.0,713444391.0,2025-07-31,14:51:51
7.0,19.51,19.5,MPICO,0.0,19.51,19.5,19.51,40802.0,0.43,2.2,19.05,5.25,0.69,44834.91,8540.17,2298047460.0,2025-07-31,14:51:51
8.0,,,NBM,6505.62,0.0,6505.62,6505.62,0.0,126.35,1.94,3.37,29.7,11.31,3037680.45,102283.0,466931738.0,2025-07-31,14:51:51
9.0,700.0,700.0,NBS,700.0,0.0,700.0,700.0,97081.0,10.9,1.56,3.58,27.91,18.18,2037401.35,72991.0,2910573356.0,2025-07-31,14:51:51
10.0,995.01,995.0,NICO,995.01,0.0,994.99,995.0,26618.0,20.0,2.01,6.94,14.41,6.67,1037825.89,72009.0,1043041096.0,2025-07-31,14:51:51
11.0,1000.01,1000.01,NITL,1000.01,0.0,1000.01,1000.01,11111.0,11.1,1.11,22.04,4.54,1.83,135001.35,29759.48,135000000.0,2025-07-31,14:51:51
12.0,,,OMU,2500.05,0.0,2500.05,2500.05,0.0,82.64,3.31,6.13,16.33,2.17,42375.34,2595.65,16949798.0,2025-07-31,14:51:51
13.0,,,PCL,5100.02,0.0,5100.01,5100.01,0.0,11.25,0.22,10.54,9.48,1.76,613305.88,64673.0,120255820.0,2025-07-31,14:51:51
14.0,3186.71,2771.53,STANDARD,3186.71,0.0,2771.05,2942.74,4850.0,161.93,5.5,2.5,39.98,13.29,3452836.94,86365.0,1173340810.0,2025-07-31,14:51:51
15.0,,,SUNBIRD,460.0,0.0,460.0,460.0,0.0,13.0,2.83,8.83,11.33,1.72,120327.99,10624.63,261582580.0,2025-07-31,14:51:51
16.0,39.5,39.49,TNM,0.0,39.5,39.5,39.5,103050.0,0.0,0.0,2.21,45.32,8.79,455877.41,10060.0,11541200375.0,2025-07-31,14:51:51
