counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,58.03,58.01,AIRTEL,58.02,0.0,58.0,58.02,168216.0,2.95,5.08,5.07,19.74,19.15,638220.0,32334.93,11000000000.0,2023-01-25,14:41:52
2.0,10.96,10.96,BHL,0.0,10.96,10.97,10.96,3800.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-01-25,14:41:52
3.0,28.99,26.02,FDHB,26.5,28.99,26.02,26.48,2369479.0,1.05,3.97,6.38,15.67,5.79,182739.31,11658.84,6901031250.0,2023-01-25,14:41:52
4.0,167.0,167.0,FMBCH,142.0,167.0,167.0,167.0,250.0,1.68,1.01,5.32,18.8,4.32,410527.75,21841.25,2458250000.0,2023-01-25,14:41:52
5.0,11.93,11.92,ICON,0.0,11.92,11.94,11.92,5700.0,0.24,2.01,10.82,9.25,0.91,79625.6,8612.79,6680000000.0,2023-01-25,14:41:52
6.0,550.0,550.0,ILLOVO,550.0,600.0,540.0,550.0,18263.0,21.0,3.82,6.79,14.74,3.89,392394.42,26630.0,713444391.0,2023-01-25,14:41:52
7.0,20.59,20.59,MPICO,17.6,20.6,20.6,20.59,2000.0,0.31,1.51,9.95,10.06,1.0,47316.8,4705.66,2298047460.0,2023-01-25,14:41:52
8.0,,,NBM,1543.08,0.0,1543.08,1543.08,0.0,49.26,3.19,4.85,20.63,5.04,720513.03,34928.0,466931738.0,2023-01-25,14:41:52
9.0,38.5,38.5,NBS,37.0,38.5,38.5,38.5,4927.0,1.35,3.51,6.86,14.57,4.84,112057.07,7692.37,2910573356.0,2023-01-25,14:41:52
10.0,,,NICO,65.02,0.0,65.02,65.02,0.0,3.25,5.0,14.36,6.97,1.41,67818.53,9736.0,1043041096.0,2023-01-25,14:41:52
11.0,,,NITL,164.0,188.5,164.0,164.0,0.0,2.85,1.74,21.1,4.74,1.27,22140.0,4670.89,135000000.0,2023-01-25,14:41:52
12.0,840.0,838.0,OMU,0.0,838.0,985.0,838.67,30000.0,41.06,4.9,8.74,11.44,1.3,13669.39,1195.23,16298889.0,2023-01-25,14:41:52
13.0,,,PCL,0.0,2181.36,2181.36,2181.36,0.0,34.0,1.56,8.28,12.07,1.39,262321.24,21728.0,120255820.0,2023-01-25,14:41:52
14.0,,,STANDARD,2200.0,0.0,2200.0,2200.0,0.0,37.07,1.69,4.8,20.84,4.41,516269.96,24769.0,234668162.0,2023-01-25,14:41:52
15.0,,,SUNBIRD,105.0,0.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-01-25,14:41:52
16.0,14.0,14.0,TNM,0.0,14.0,14.0,14.0,3000.0,0.43,3.07,6.89,14.51,2.85,140566.3,9690.0,10040450000.0,2023-01-25,14:41:52
