counter_id,trade_date,open_mwk,high_mwk,low_mwk,close_mwk,volume
MWAIRT001156,2025-09-19,138.54,138.97,137.94,137.98,79004.0
MWBHL0010029,2025-09-19,15.02,15.02,15.02,15.02,7042.0
MWFDHB001166,2025-09-19,637.95,637.95,637.91,637.93,101411.0
MWFMB0010138,2025-09-19,1897.99,1897.99,1897.99,1897.99,15133.0
MWICON001146,2025-09-19,17.94,17.94,17.94,17.94,18168.0
MWILLV010032,2025-09-19,1791.47,,,1791.47,0.0
MWMPI0010116,2025-09-19,19.55,19.55,19.55,19.55,75077.0
MWNBM0010074,2025-09-19,10779.48,10800.01,10800.0,10800.01,80.0
MWNBS0010105,2025-09-19,1024.72,1024.72,1024.7,1024.71,144400.0
MWNICO010014,2025-09-19,1739.94,1739.93,1739.91,1739.92,102670.0
MWNITL010091,2025-09-19,2210.32,2541.87,2541.86,2541.87,3000.0
ZAE000255360,2025-09-19,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-19,6600.0,6600.0,6600.0,6600.0,862.0
MWSTD0010041,2025-09-19,6485.64,6483.5,6481.97,6482.51,4748.0
MWSTL0010085,2025-09-19,460.02,500.05,500.01,500.04,31008.0
MWTNM0010126,2025-09-19,34.84,34.84,29.98,31.35,112308.0
MWAIRT001156,2025-09-18,137.95,138.97,137.96,138.54,1070226.0
MWBHL0010029,2025-09-18,15.02,15.02,15.02,15.02,192958.0
MWFDHB001166,2025-09-18,637.94,637.96,637.92,637.95,300577.0
MWFMB0010138,2025-09-18,1897.97,1897.99,1897.98,1897.99,1939.0
MWICON001146,2025-09-18,17.95,17.94,17.94,17.94,1554.0
MWILLV010032,2025-09-18,1791.47,,,1791.47,0.0
MWMPI0010116,2025-09-18,19.55,19.55,19.55,19.55,590575.0
MWNBM0010074,2025-09-18,9427.0,10800.0,9427.02,10779.48,204312.0
MWNBS0010105,2025-09-18,1024.71,1024.73,1024.7,1024.72,347625.0
MWNICO010014,2025-09-18,1739.96,1739.98,1739.92,1739.94,94047.0
MWNITL010091,2025-09-18,2210.18,2210.32,2210.32,2210.32,106.0
ZAE000255360,2025-09-18,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-18,6600.0,6600.0,6600.0,6600.0,4221.0
MWSTD0010041,2025-09-18,6487.14,6486.0,6483.99,6485.64,11850.0
MWSTL0010085,2025-09-18,460.02,,,460.02,0.0
MWTNM0010126,2025-09-18,34.99,34.99,29.97,34.84,32932.0
MWAIRT001156,2025-09-17,137.96,137.95,137.95,137.95,7509.0
MWBHL0010029,2025-09-17,15.02,,,15.02,0.0
MWFDHB001166,2025-09-17,637.95,637.96,637.88,637.94,934216.0
MWFMB0010138,2025-09-17,1897.96,1897.98,1897.97,1897.97,1538.0
MWICON001146,2025-09-17,17.95,,,17.95,0.0
MWILLV010032,2025-09-17,1791.47,,,1791.47,0.0
MWMPI0010116,2025-09-17,19.54,19.55,19.55,19.55,125721.0
MWNBM0010074,2025-09-17,9426.44,9427.0,9427.0,9427.0,2787.0
MWNBS0010105,2025-09-17,1024.74,1024.73,1024.71,1024.71,141627.0
MWNICO010014,2025-09-17,1739.99,1739.98,1739.78,1739.96,32696.0
MWNITL010091,2025-09-17,1922.0,2210.3,2210.0,2210.18,1250.0
ZAE000255360,2025-09-17,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-17,6600.0,6600.0,6600.0,6600.0,1592.0
MWSTD0010041,2025-09-17,6489.28,6487.5,6486.0,6487.14,7312.0
MWSTL0010085,2025-09-17,460.02,,,460.02,0.0
MWTNM0010126,2025-09-17,34.99,34.99,34.99,34.99,82257.0
MWAIRT001156,2025-09-15,137.96,137.97,137.95,137.96,31024.0
MWBHL0010029,2025-09-15,15.01,15.02,15.01,15.02,1267453.0
MWFDHB001166,2025-09-15,599.99,685.0,599.97,637.95,1292561.0
MWFMB0010138,2025-09-15,1758.44,1897.97,1897.96,1897.96,7010.0
MWICON001146,2025-09-15,17.95,,,17.95,0.0
MWILLV010032,2025-09-15,1791.46,1791.47,1791.47,1791.47,275.0
MWMPI0010116,2025-09-15,19.54,,,19.54,0.0
MWNBM0010074,2025-09-15,9426.44,,,9426.44,0.0
MWNBS0010105,2025-09-15,1024.74,1024.75,1024.73,1024.74,75937.0
MWNICO010014,2025-09-15,1740.0,1740.0,1739.97,1739.99,28044.0
MWNITL010091,2025-09-15,1922.0,1922.0,1922.0,1922.0,83.0
ZAE000255360,2025-09-15,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-15,6600.0,6600.0,6600.0,6600.0,1509.0
MWSTD0010041,2025-09-15,6491.1,6489.5,6487.5,6489.28,11839.0
MWSTL0010085,2025-09-15,460.02,,,460.02,0.0
MWTNM0010126,2025-09-15,34.85,34.99,34.98,34.99,40072.0
MWAIRT001156,2025-09-12,137.97,137.97,137.96,137.96,24229.0
MWBHL0010029,2025-09-12,15.01,,,15.01,0.0
MWFDHB001166,2025-09-12,599.99,600.0,599.97,599.99,363053.0
MWFMB0010138,2025-09-12,1758.42,1758.44,1758.43,1758.44,138225.0
MWICON001146,2025-09-12,17.95,17.95,17.95,17.95,4052.0
MWILLV010032,2025-09-12,1791.44,1791.46,1791.46,1791.46,2413.0
MWMPI0010116,2025-09-12,19.51,19.54,19.54,19.54,46000.0
MWNBM0010074,2025-09-12,9426.38,9426.44,9426.44,9426.44,100.0
MWNBS0010105,2025-09-12,1024.76,1024.76,1024.73,1024.74,178254.0
MWNICO010014,2025-09-12,1740.01,1740.01,1739.99,1740.0,165086.0
MWNITL010091,2025-09-12,1922.0,1922.0,1922.0,1922.0,200.0
ZAE000255360,2025-09-12,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-12,6600.0,6600.0,6599.98,6600.0,7739.0
MWSTD0010041,2025-09-12,6492.87,6492.5,6489.5,6491.1,32062.0
MWSTL0010085,2025-09-12,460.02,,,460.02,0.0
MWTNM0010126,2025-09-12,34.9,35.0,34.5,34.85,607235.0
MWAIRT001156,2025-09-11,138.01,137.98,137.97,137.97,18678.0
MWBHL0010029,2025-09-11,15.01,,,15.01,0.0
MWFDHB001166,2025-09-11,599.99,600.0,599.98,599.99,118035.0
MWFMB0010138,2025-09-11,1758.41,1758.42,1758.42,1758.42,26169.0
MWICON001146,2025-09-11,17.95,,,17.95,0.0
MWILLV010032,2025-09-11,1791.44,,,1791.44,0.0
MWMPI0010116,2025-09-11,19.51,,,19.51,0.0
MWNBM0010074,2025-09-11,9426.32,9426.38,9426.38,9426.38,1043.0
MWNBS0010105,2025-09-11,1024.79,1024.77,1024.75,1024.76,1235911.0
MWNICO010014,2025-09-11,1740.01,1740.01,1740.0,1740.01,78775.0
MWNITL010091,2025-09-11,1922.0,,,1922.0,0.0
ZAE000255360,2025-09-11,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-11,6600.0,6600.0,6600.0,6600.0,11295.0
MWSTD0010041,2025-09-11,6493.41,6492.99,6492.49,6492.87,6898.0
MWSTL0010085,2025-09-11,460.02,,,460.02,0.0
MWTNM0010126,2025-09-11,35.52,34.9,34.9,34.9,11676.0
MWAIRT001156,2025-09-10,138.82,138.81,137.97,138.01,44622.0
MWBHL0010029,2025-09-10,15.01,,,15.01,0.0
MWFDHB001166,2025-09-10,607.34,600.0,599.97,599.99,214734.0
MWFMB0010138,2025-09-10,1677.07,1897.97,1750.0,1758.41,54253.0
MWICON001146,2025-09-10,17.95,17.95,17.95,17.95,109946.0
MWILLV010032,2025-09-10,1791.43,1791.45,1791.44,1791.44,10441.0
MWMPI0010116,2025-09-10,19.51,,,19.51,0.0
MWNBM0010074,2025-09-10,9426.3,9426.37,9426.3,9426.32,5837.0
MWNBS0010105,2025-09-10,1024.82,1024.82,1024.76,1024.79,258160.0
MWNICO010014,2025-09-10,1740.0,1740.02,1740.0,1740.01,80031.0
MWNITL010091,2025-09-10,1672.1,1922.0,1922.0,1922.0,5191.0
ZAE000255360,2025-09-10,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-10,6600.0,6600.0,6600.0,6600.0,1320.0
MWSTD0010041,2025-09-10,6495.43,6494.0,6493.0,6493.41,7985.0
MWSTL0010085,2025-09-10,460.02,,,460.02,0.0
MWTNM0010126,2025-09-10,35.82,35.8,34.98,35.52,146255.0
MWAIRT001156,2025-09-09,138.82,138.82,138.81,138.82,37535.0
MWBHL0010029,2025-09-09,15.01,,,15.01,0.0
MWFDHB001166,2025-09-09,609.77,607.99,606.96,607.34,677243.0
MWFMB0010138,2025-09-09,1651.85,1700.0,1650.44,1677.07,74910.0
MWICON001146,2025-09-09,17.95,17.95,17.95,17.95,590936.0
MWILLV010032,2025-09-09,1791.42,1791.44,1791.43,1791.43,675.0
MWMPI0010116,2025-09-09,19.51,,,19.51,0.0
MWNBM0010074,2025-09-09,8196.78,9426.3,9426.3,9426.3,1561.0
MWNBS0010105,2025-09-09,1024.83,1024.83,1024.81,1024.82,326252.0
MWNICO010014,2025-09-09,1739.99,1740.01,1739.99,1740.0,108721.0
MWNITL010091,2025-09-09,1672.1,1672.1,1672.1,1672.1,371.0
ZAE000255360,2025-09-09,2500.06,2500.06,2500.06,2500.06,262.0
MWPCL0010053,2025-09-09,6600.0,6600.0,6600.0,6600.0,116864.0
MWSTD0010041,2025-09-09,6496.63,6495.98,6494.0,6495.43,5430.0
MWSTL0010085,2025-09-09,460.02,,,460.02,0.0
MWTNM0010126,2025-09-09,35.88,35.85,35.8,35.82,30947.0
MWAIRT001156,2025-09-08,138.82,138.83,138.82,138.82,39647.0
MWBHL0010029,2025-09-08,15.0,15.02,15.01,15.01,65000.0
MWFDHB001166,2025-09-08,619.9,619.88,608.97,609.77,46155.0
MWFMB0010138,2025-09-08,1650.41,1750.0,1650.43,1651.85,79403.0
MWICON001146,2025-09-08,17.95,,,17.95,0.0
MWILLV010032,2025-09-08,1791.42,,,1791.42,0.0
MWMPI0010116,2025-09-08,19.51,,,19.51,0.0
MWNBM0010074,2025-09-08,8196.77,8196.78,8196.78,8196.78,4814.0
MWNBS0010105,2025-09-08,1024.86,1024.85,1024.81,1024.83,243436.0
MWNICO010014,2025-09-08,1740.0,1740.0,1739.98,1739.99,8290.0
MWNITL010091,2025-09-08,1454.01,1672.1,1672.1,1672.1,236.0
ZAE000255360,2025-09-08,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-08,6600.0,6600.0,6600.0,6600.0,10609.0
MWSTD0010041,2025-09-08,6497.47,6497.29,6495.99,6496.63,10952.0
MWSTL0010085,2025-09-08,460.02,,,460.02,0.0
MWTNM0010126,2025-09-08,35.89,35.88,35.85,35.88,153580.0
MWAIRT001156,2025-09-05,138.84,138.83,138.82,138.82,53640.0
MWBHL0010029,2025-09-05,15.0,,,15.0,0.0
MWFDHB001166,2025-09-05,619.97,619.93,619.87,619.9,133897.0
MWFMB0010138,2025-09-05,1650.4,1650.41,1650.4,1650.41,8900.0
MWICON001146,2025-09-05,17.95,17.95,17.95,17.95,42822.0
MWILLV010032,2025-09-05,1791.41,1791.42,1791.42,1791.42,1440.0
MWMPI0010116,2025-09-05,19.51,,,19.51,0.0
MWNBM0010074,2025-09-05,7919.93,8200.0,7919.95,8196.77,122414.0
MWNBS0010105,2025-09-05,1024.91,1024.89,1024.83,1024.86,296586.0
MWNICO010014,2025-09-05,1740.01,1740.0,1739.99,1740.0,106674.0
MWNITL010091,2025-09-05,1454.0,1454.01,1454.0,1454.01,33406.0
ZAE000255360,2025-09-05,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-05,6600.0,6600.0,6600.0,6600.0,3394.0
MWSTD0010041,2025-09-05,6497.78,6497.59,6497.3,6497.47,4263.0
MWSTL0010085,2025-09-05,460.02,,,460.02,0.0
MWTNM0010126,2025-09-05,35.88,35.9,35.87,35.89,1961570.0
MWAIRT001156,2025-09-04,138.68,138.85,138.82,138.84,84275.0
MWBHL0010029,2025-09-04,15.0,,,15.0,0.0
MWFDHB001166,2025-09-04,627.5,620.0,619.93,619.97,86189.0
MWFMB0010138,2025-09-04,1650.4,1650.4,1650.4,1650.4,30.0
MWICON001146,2025-09-04,17.95,17.95,17.95,17.95,6803.0
MWILLV010032,2025-09-04,1791.41,,,1791.41,0.0
MWMPI0010116,2025-09-04,19.51,,,19.51,0.0
MWNBM0010074,2025-09-04,7919.93,7919.93,7919.93,7919.93,285.0
MWNBS0010105,2025-09-04,1024.91,1024.91,1024.89,1024.91,192417.0
MWNICO010014,2025-09-04,1740.01,1740.01,1739.99,1740.01,53110.0
MWNITL010091,2025-09-04,1454.0,,,1454.0,0.0
ZAE000255360,2025-09-04,2500.06,2500.06,2500.06,2500.06,262.0
MWPCL0010053,2025-09-04,6600.0,6600.0,6600.0,6600.0,930.0
MWSTD0010041,2025-09-04,6497.85,6497.8,6497.59,6497.78,39988.0
MWSTL0010085,2025-09-04,460.02,,,460.02,0.0
MWTNM0010126,2025-09-04,35.89,35.89,35.85,35.88,40450.0
MWAIRT001156,2025-09-03,138.76,138.85,135.0,138.68,647075.0
MWBHL0010029,2025-09-03,15.01,15.0,15.0,15.0,189483.0
MWFDHB001166,2025-09-03,644.2,629.99,620.0,627.5,144952.0
MWFMB0010138,2025-09-03,1650.41,1650.4,1650.4,1650.4,70.0
MWICON001146,2025-09-03,17.95,17.95,17.95,17.95,28483.0
MWILLV010032,2025-09-03,1791.41,1791.41,1791.41,1791.41,6000.0
MWMPI0010116,2025-09-03,19.51,,,19.51,0.0
MWNBM0010074,2025-09-03,7912.96,7919.94,7919.92,7919.93,9606.0
MWNBS0010105,2025-09-03,1024.91,1024.91,1024.9,1024.91,178866.0
MWNICO010014,2025-09-03,1740.01,1740.02,1740.0,1740.01,83432.0
MWNITL010091,2025-09-03,1454.0,,,1454.0,0.0
ZAE000255360,2025-09-03,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-03,6600.0,6600.0,6599.99,6600.0,3766.0
MWSTD0010041,2025-09-03,6498.16,6497.9,6497.79,6497.85,4195.0
MWSTL0010085,2025-09-03,460.02,,,460.02,0.0
MWTNM0010126,2025-09-03,35.89,35.89,35.89,35.89,16741.0
MWAIRT001156,2025-09-02,138.85,139.0,135.0,138.76,33854.0
MWBHL0010029,2025-09-02,15.0,15.01,15.01,15.01,377617.0
MWFDHB001166,2025-09-02,659.87,650.0,639.98,644.2,258049.0
MWFMB0010138,2025-09-02,1650.4,1650.41,1650.4,1650.41,29414.0
MWICON001146,2025-09-02,17.95,17.95,17.95,17.95,30166.0
MWILLV010032,2025-09-02,1791.4,1791.41,1791.4,1791.41,211.0
MWMPI0010116,2025-09-02,19.51,19.51,19.51,19.51,2635.0
MWNBM0010074,2025-09-02,7501.02,7919.9,7501.03,7912.96,318503.0
MWNBS0010105,2025-09-02,1024.9,1024.91,1024.9,1024.91,189906.0
MWNICO010014,2025-09-02,1740.01,1740.01,1740.01,1740.01,10000.0
MWNITL010091,2025-09-02,1266.01,1454.0,1454.0,1454.0,5000.0
ZAE000255360,2025-09-02,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-02,6600.0,6600.0,6600.0,6600.0,3154.0
MWSTD0010041,2025-09-02,6498.58,6498.25,6497.89,6498.16,21080.0
MWSTL0010085,2025-09-02,460.02,,,460.02,0.0
MWTNM0010126,2025-09-02,35.88,35.89,35.88,35.89,32881.0
MWAIRT001156,2025-09-01,139.18,139.18,137.16,138.85,15362.0
MWBHL0010029,2025-09-01,15.0,,,15.0,0.0
MWFDHB001166,2025-09-01,659.99,659.88,659.86,659.87,104412.0
MWFMB0010138,2025-09-01,1650.4,,,1650.4,0.0
MWICON001146,2025-09-01,17.95,,,17.95,0.0
MWILLV010032,2025-09-01,1791.4,1791.4,1791.4,1791.4,3500.0
MWMPI0010116,2025-09-01,19.51,,,19.51,0.0
MWNBM0010074,2025-09-01,7501.02,7501.02,7501.02,7501.02,210.0
MWNBS0010105,2025-09-01,1024.94,1024.93,1024.89,1024.9,134735.0
MWNICO010014,2025-09-01,1740.01,1740.02,1740.01,1740.01,29891.0
MWNITL010091,2025-09-01,1265.04,1266.01,1266.0,1266.01,5000.0
ZAE000255360,2025-09-01,2500.06,,,2500.06,0.0
MWPCL0010053,2025-09-01,6600.0,6600.0,6600.0,6600.0,8.0
MWSTD0010041,2025-09-01,6499.09,6499.0,6498.25,6498.58,40109.0
MWSTL0010085,2025-09-01,460.01,460.02,460.02,460.02,87.0
MWTNM0010126,2025-09-01,35.79,35.9,35.86,35.88,357045.0
MWAIRT001156,2025-08-29,139.2,139.2,139.18,139.18,23127.0
MWBHL0010029,2025-08-29,15.0,,,15.0,0.0
MWFDHB001166,2025-08-29,676.83,675.45,659.9,659.99,146224.0
MWFMB0010138,2025-08-29,1650.01,1700.0,1650.01,1650.4,3909677.0
MWICON001146,2025-08-29,17.95,17.95,17.95,17.95,30454.0
MWILLV010032,2025-08-29,1791.4,1791.4,1791.4,1791.4,2017.0
MWMPI0010116,2025-08-29,19.51,19.51,19.51,19.51,3585.0
MWNBM0010074,2025-08-29,7495.05,7501.02,7501.01,7501.02,33126.0
MWNBS0010105,2025-08-29,1024.98,1024.95,1024.93,1024.94,230451.0
MWNICO010014,2025-08-29,1514.18,1740.01,1740.0,1740.01,170602.0
MWNITL010091,2025-08-29,1265.04,,,1265.04,0.0
ZAE000255360,2025-08-29,2500.06,2500.06,2500.06,2500.06,4167.0
MWPCL0010053,2025-08-29,6600.0,6600.01,6600.0,6600.0,116170.0
MWSTD0010041,2025-08-29,6499.44,6499.1,6499.09,6499.09,5445.0
MWSTL0010085,2025-08-29,460.01,,,460.01,0.0
MWTNM0010126,2025-08-29,35.9,35.94,35.67,35.79,572966.0
MWAIRT001156,2025-08-28,139.2,139.2,139.19,139.2,16292.0
MWBHL0010029,2025-08-28,15.0,,,15.0,0.0
MWFDHB001166,2025-08-28,679.6,678.99,675.45,676.83,205261.0
MWFMB0010138,2025-08-28,1650.0,1650.01,1650.0,1650.01,3287.0
MWICON001146,2025-08-28,17.95,17.95,17.95,17.95,22366.0
MWILLV010032,2025-08-28,1791.38,1791.4,1791.4,1791.4,742.0
MWMPI0010116,2025-08-28,19.48,19.51,19.47,19.51,3352565.0
MWNBM0010074,2025-08-28,6886.88,7500.01,6506.27,7495.05,1602.0
MWNBS0010105,2025-08-28,1024.99,1024.99,1024.94,1024.98,1049550.0
MWNICO010014,2025-08-28,1514.01,1514.18,1514.18,1514.18,80839.0
MWNITL010091,2025-08-28,1265.04,,,1265.04,0.0
ZAE000255360,2025-08-28,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-28,6600.0,,,6600.0,0.0
MWSTD0010041,2025-08-28,6499.91,6499.53,6499.1,6499.44,31297.0
MWSTL0010085,2025-08-28,460.01,460.01,460.01,460.01,3000.0
MWTNM0010126,2025-08-28,39.09,35.95,35.67,35.9,53477.0
MWAIRT001156,2025-08-27,139.29,139.2,139.2,139.2,22032.0
MWBHL0010029,2025-08-27,15.06,15.01,15.0,15.0,2000000.0
MWFDHB001166,2025-08-27,679.86,679.85,679.0,679.6,114438.0
MWFMB0010138,2025-08-27,1594.11,1650.0,1650.0,1650.0,30423.0
MWICON001146,2025-08-27,17.95,17.95,17.95,17.95,5454.0
MWILLV010032,2025-08-27,1791.37,1791.38,1791.37,1791.38,338.0
MWMPI0010116,2025-08-27,19.48,19.48,19.48,19.48,6988.0
MWNBM0010074,2025-08-27,6506.26,7400.0,6506.26,6886.88,6347.0
MWNBS0010105,2025-08-27,1025.0,1025.0,1024.98,1024.99,567177.0
MWNICO010014,2025-08-27,1317.04,1514.01,1514.0,1514.01,13146.0
MWNITL010091,2025-08-27,1265.04,,,1265.04,0.0
ZAE000255360,2025-08-27,2500.06,2500.06,2500.06,2500.06,5395.0
MWPCL0010053,2025-08-27,6600.0,,,6600.0,0.0
MWSTD0010041,2025-08-27,6499.99,6500.0,6499.55,6499.91,77764.0
MWSTL0010085,2025-08-27,460.01,,,460.01,0.0
MWTNM0010126,2025-08-27,39.2,39.1,39.05,39.09,82718.0
MWAIRT001156,2025-08-26,139.32,139.29,139.28,139.29,41139.0
MWBHL0010029,2025-08-26,14.6,15.5,15.0,15.06,230793.0
MWFDHB001166,2025-08-26,679.92,679.87,679.0,679.86,64513.0
MWFMB0010138,2025-08-26,1450.07,1650.0,1450.08,1594.11,33522.0
MWICON001146,2025-08-26,17.95,17.95,17.95,17.95,36820.0
MWILLV010032,2025-08-26,1791.36,1791.37,1791.37,1791.37,723.0
MWMPI0010116,2025-08-26,19.48,19.48,19.48,19.48,87.0
MWNBM0010074,2025-08-26,6506.22,6506.27,6506.25,6506.26,26036.0
MWNBS0010105,2025-08-26,1025.0,1025.0,1024.99,1025.0,113654.0
MWNICO010014,2025-08-26,1317.01,1317.04,1317.04,1317.04,889.0
MWNITL010091,2025-08-26,1265.03,1265.04,1265.04,1265.04,50000.0
ZAE000255360,2025-08-26,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-26,6600.0,6600.0,6600.0,6600.0,121174.0
MWSTD0010041,2025-08-26,5721.01,6500.0,6499.98,6499.99,26960.0
MWSTL0010085,2025-08-26,460.01,,,460.01,0.0
MWTNM0010126,2025-08-26,39.3,39.2,39.19,39.2,110287.0
MWAIRT001156,2025-08-25,139.95,139.95,139.29,139.32,21426.0
MWBHL0010029,2025-08-25,14.6,,,14.6,0.0
MWFDHB001166,2025-08-25,680.14,679.99,679.87,679.92,182298.0
MWFMB0010138,2025-08-25,1450.06,1450.07,1450.07,1450.07,490.0
MWICON001146,2025-08-25,17.95,17.95,17.95,17.95,15427.0
MWILLV010032,2025-08-25,1791.27,1791.38,1791.36,1791.36,3315.0
MWMPI0010116,2025-08-25,19.5,19.48,19.48,19.48,9594.0
MWNBM0010074,2025-08-25,6506.22,6506.24,6506.22,6506.22,31637.0
MWNBS0010105,2025-08-25,934.79,1025.0,1024.99,1025.0,316818.0
MWNICO010014,2025-08-25,1317.01,,,1317.01,0.0
MWNITL010091,2025-08-25,1265.0,1265.04,1265.02,1265.03,16000.0
ZAE000255360,2025-08-25,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-25,6600.0,6600.0,6599.99,6600.0,9790.0
MWSTD0010041,2025-08-25,5661.86,6500.0,5661.86,5721.01,29393.0
MWSTL0010085,2025-08-25,460.01,,,460.01,0.0
MWTNM0010126,2025-08-25,39.49,39.49,39.19,39.3,26087.0
MWAIRT001156,2025-08-22,139.96,139.95,139.94,139.95,55820.0
MWBHL0010029,2025-08-22,14.6,,,14.6,0.0
MWFDHB001166,2025-08-22,687.21,686.94,679.99,680.14,378520.0
MWFMB0010138,2025-08-22,1450.06,1450.06,1450.05,1450.06,23150.0
MWICON001146,2025-08-22,17.95,17.95,17.95,17.95,56974.0
MWILLV010032,2025-08-22,1791.27,1791.27,1791.26,1791.27,16077.0
MWMPI0010116,2025-08-22,19.5,19.5,19.49,19.5,18267.0
MWNBM0010074,2025-08-22,6506.2,6506.22,6506.2,6506.22,69582.0
MWNBS0010105,2025-08-22,896.9,1025.0,930.03,934.79,315063.0
MWNICO010014,2025-08-22,1304.67,1317.02,1317.01,1317.01,53500.0
MWNITL010091,2025-08-22,1265.0,,,1265.0,0.0
ZAE000255360,2025-08-22,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-22,6600.0,6600.0,6600.0,6600.0,18986.0
MWSTD0010041,2025-08-22,5661.85,5661.86,5661.86,5661.86,19931.0
MWSTL0010085,2025-08-22,460.01,,,460.01,0.0
MWTNM0010126,2025-08-22,39.48,39.49,39.49,39.49,38314.0
MWAIRT001156,2025-08-21,139.96,139.97,139.95,139.96,96056.0
MWBHL0010029,2025-08-21,14.6,,,14.6,0.0
MWFDHB001166,2025-08-21,689.27,687.99,686.9,687.21,312715.0
MWFMB0010138,2025-08-21,1450.03,1450.06,1450.06,1450.06,2200.0
MWICON001146,2025-08-21,17.95,17.95,17.95,17.95,215612.0
MWILLV010032,2025-08-21,1791.27,1791.27,1791.27,1791.27,396.0
MWMPI0010116,2025-08-21,19.5,,,19.5,0.0
MWNBM0010074,2025-08-21,6506.15,6506.21,6506.2,6506.2,6800.0
MWNBS0010105,2025-08-21,811.31,930.02,810.41,896.9,238096.0
MWNICO010014,2025-08-21,1159.41,1316.05,1300.01,1304.67,75261.0
MWNITL010091,2025-08-21,1150.01,1265.0,1265.0,1265.0,2343.0
ZAE000255360,2025-08-21,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-21,6523.81,6600.0,6599.99,6600.0,108277.0
MWSTD0010041,2025-08-21,4923.37,5661.85,5661.85,5661.85,53720.0
MWSTL0010085,2025-08-21,460.01,,,460.01,0.0
MWTNM0010126,2025-08-21,39.48,39.5,39.37,39.48,1935121.0
MWAIRT001156,2025-08-20,139.97,139.97,139.95,139.96,100884.0
MWBHL0010029,2025-08-20,14.6,,,14.6,0.0
MWFDHB001166,2025-08-20,689.92,689.92,688.98,689.27,273194.0
MWFMB0010138,2025-08-20,1450.02,1450.03,1450.03,1450.03,58073.0
MWICON001146,2025-08-20,17.95,,,17.95,0.0
MWILLV010032,2025-08-20,1791.27,1791.27,1791.27,1791.27,923.0
MWMPI0010116,2025-08-20,19.5,,,19.5,0.0
MWNBM0010074,2025-08-20,6506.15,6506.15,6506.15,6506.15,650.0
MWNBS0010105,2025-08-20,810.13,920.0,810.2,811.31,2782335.0
MWNICO010014,2025-08-20,1144.38,1300.0,1144.4,1159.41,52000.0
MWNITL010091,2025-08-20,1150.01,1150.01,1150.01,1150.01,22722.0
ZAE000255360,2025-08-20,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-20,5800.0,6600.0,5800.0,6523.81,378.0
MWSTD0010041,2025-08-20,4923.35,4923.39,4923.36,4923.37,31966.0
MWSTL0010085,2025-08-20,460.01,,,460.01,0.0
MWTNM0010126,2025-08-20,39.49,39.48,39.48,39.48,453356.0
MWAIRT001156,2025-08-19,139.98,139.98,139.95,139.97,29208.0
MWBHL0010029,2025-08-19,14.6,,,14.6,0.0
MWFDHB001166,2025-08-19,689.92,689.94,689.88,689.92,792868.0
MWFMB0010138,2025-08-19,1450.0,1450.03,1450.01,1450.02,56743.0
MWICON001146,2025-08-19,17.95,17.95,17.95,17.95,113270.0
MWILLV010032,2025-08-19,1791.27,1791.27,1791.27,1791.27,7503.0
MWMPI0010116,2025-08-19,19.5,,,19.5,0.0
MWNBM0010074,2025-08-19,6506.12,6506.15,6506.13,6506.15,2356.0
MWNBS0010105,2025-08-19,810.12,810.15,810.12,810.13,6472135.0
MWNICO010014,2025-08-19,1144.37,1144.4,1144.38,1144.38,78741.0
MWNITL010091,2025-08-19,1150.01,1150.01,1150.01,1150.01,1640.0
ZAE000255360,2025-08-19,2500.06,,,2500.06,0.0
MWPCL0010053,2025-08-19,5800.01,5800.0,5800.0,5800.0,158.0
MWSTD0010041,2025-08-19,4281.17,4923.35,4923.35,4923.35,93520.0
MWSTL0010085,2025-08-19,460.01,460.01,460.01,460.01,600.0
MWTNM0010126,2025-08-19,39.49,39.49,39.49,39.49,391107.0
MWAIRT001156,2025-08-18,139.99,139.98,139.98,139.98,23484.0
MWBHL0010029,2025-08-18,14.6,,,14.6,0.0
MWFDHB001166,2025-08-18,689.97,689.96,689.89,689.92,69843.0
MWFMB0010138,2025-08-18,1450.0,1450.0,1450.0,1450.0,32365.0
MWICON001146,2025-08-18,17.95,17.95,17.95,17.95,7558.0
MWILLV010032,2025-08-18,1791.27,1791.27,1791.27,1791.27,83.0
MWMPI0010116,2025-08-18,19.5,19.5,19.5,19.5,24191.0
MWNBM0010074,2025-08-18,6506.09,6506.12,6506.11,6506.12,100205.0
MWNBS0010105,2025-08-18,810.06,810.13,810.11,810.12,3853309.0
MWNICO010014,2025-08-18,1144.34,1144.37,1144.37,1144.37,120.0
